Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Comedy, Drama, Family",en,1992-07-01,7.2,dottie;ii;candy,A League of Their Own
"Drama, Romance",fr,2007-05-17,6.4,synchronized;sake;coming-of-age,Water Lilies
"Comedy, Drama, Family",en,1947-06-11,7.4,truly;if;sanity,Miracle on 34th Street
"Animation, Adventure, Fantasy",da,2011-09-27,6.0,go;raids;band,Ronal the Barbarian
"Comedy, Drama, History",en,2010-09-11,6.7,dramatization;strike;car,Made in Dagenham
"Horror, Mystery, Thriller",en,2016-10-18,6.2,mythical;responsible;community,The Limehouse Golem
"Drama, Comedy, History, Romance",fr,1990-01-01,7.3,romantic;cousin;embarrassed,Cyrano de Bergerac
"Action, Comedy, Romance",en,1959-12-05,7.1,ii;officer;executive,Operation Petticoat
"Documentary",en,2022-02-09,6.1,characters;florence;such,ASSEMBLED: The Making of Hawkeye
"Fantasy, Animation, Family, Adventure",en,1982-11-19,7.2,molly;away;dreamed,The Last Unicorn
"Fantasy, Horror",fr,1929-06-05,7.5,buñuel;luis;film,Un Chien Andalou
"Drama",en,1999-09-17,7.4,carter;wrongly;innocence,The Hurricane
"Drama",en,2005-09-30,7.2,defeated;us;harry,The Greatest Game Ever Played
"Thriller",en,2014-06-03,5.4,punish;desolate;injustice,Joy Ride 3
"Action, Crime, Drama",en,2001-01-11,6.0,dream;anti-trust;job,Antitrust
"Action, Comedy, Crime",th,2008-02-06,7.4,sick;zin's;arts,Chocolate
"Comedy, Drama",en,2001-10-05,7.5,recent;royal;extraordinary,The Royal Tenenbaums
"Action, Animation, Fantasy, Horror",en,2004-05-11,6.3,scientist;london;travels,Van Helsing: The London Assignment
"Comedy, Thriller, Drama",en,2016-04-14,5.5,scandal;israel;minister,Norman: The Moderate Rise and Tragic Fall of a New York Fixer
"Comedy",es,2018-06-08,9.2,escamilla;he's;franco,Franco Escamilla: Por La Anécdota
"Crime, Drama, Romance, Thriller",en,1968-06-26,6.9,professional;thomas;blow,The Thomas Crown Affair
"Comedy, Action",en,1996-05-24,5.3,also;planning;steele,Spy Hard
"Comedy, Fantasy, Romance, Music, TV Movie",en,2013-04-21,6.5,cannot;caused;put,Lovestruck: The Musical
"Comedy, Mystery, Romance, Science Fiction, Thriller",en,2010-10-06,5.7,brunette;revolving;red-haired,Kaboom
"Action, Fantasy, Science Fiction, Adventure, Thriller",en,1987-08-07,5.7,drain;developed;gwildor,Masters of the Universe
"Comedy, Romance, Drama, Music",en,2016-03-11,7.9,likes;growing;dublin,Sing Street
"Comedy, Drama",en,2017-03-03,6.6,truth;obituary;result,The Last Word
"Action, Adventure, Comedy, Crime, Drama",en,1985-07-11,6.1,working;york;billy,The Protector
"Drama",en,1961-09-25,7.8,minnesota;high-stakes;legendary,The Hustler
"Horror",en,1981-03-20,5.8,potential;u.s;corporate,Omen III: The Final Conflict
"Horror, Science Fiction",en,1931-12-24,7.3,jekyll;believes;crimes,Dr. Jekyll and Mr. Hyde
"Drama, Action, Thriller, War",en,2013-09-10,6.6,fighting;breaks;holiday,How I Live Now
"TV Movie, Fantasy, Animation, Horror, Action, Thriller, Science Fiction",en,2007-03-10,6.2,monstrous;beautiful;resurrect,Hellboy Animated: Blood and Iron
"Horror, Science Fiction, Thriller",en,2001-07-17,5.2,worked;child;plan,Mimic 2
"Comedy, Romance, Drama",en,2010-05-11,6.2,pregnant;sample;later,The Switch
"Animation, Family, History",en,2000-03-31,5.8,mother;devotion;true,The Miracle Maker
"Comedy, Family, Adventure",en,2006-11-01,5.4,north;invoke;looking,The Santa Clause 3: The Escape Clause
"Drama, Action, Thriller, Crime, Mystery",cn,2002-12-12,7.8,wing;undercover;midst,Infernal Affairs
"Adventure, Horror, Action",en,2014-10-20,5.0,blood-lust;welcome;legend,Day of the Mummy
"Crime, Thriller",fr,1967-10-25,7.9,director;cool;japanese,Le Samouraï
"War, Drama, Thriller",en,2016-09-19,7.2,stand;commandant;off,The Siege of Jadotville
"Comedy, Adventure",es,2020-03-12,2.0,travel;driver;adventures,My Partner 2.0
"Drama",en,2017-01-13,6.4,sail;constructing;discovers,The Book of Love
"Romance, Comedy",en,2002-04-12,5.5,peter;away;courage,The Sweetest Thing
"Fantasy, Horror",en,2016-05-05,4.9,briar;ambitious;thomas,The Curse of Sleeping Beauty
"Crime, Thriller",en,2003-05-21,6.5,crime;seek;summer,Swimming Pool
"Drama, Thriller, Romance",en,1992-02-07,5.6,influence;both;destroy,Final Analysis
"Mystery, Science Fiction, Thriller",en,2004-10-10,5.7,eyes;someone;we,Cube Zero
"Action, Crime, Drama",ko,2019-03-20,6.1,teams;late;affairs,Jo Pil-ho: The Dawning Rage
"Drama",en,2016-09-10,6.9,hitchhiking;live;she's,Girl in the Box
"Drama, Romance",en,2013-09-09,5.9,three;end;middle,Third Person
"Comedy",en,2012-08-09,5.8,district;politicians;carolina,The Campaign
"Comedy, Drama",en,2010-10-26,7.1,picaresque;barney;lived,Barney's Version
"Family, Action, Adventure, Comedy",en,1992-08-07,5.8,ninjas;highly;some,3 Ninjas
"Fantasy, Drama, Mystery",ja,1953-03-26,8.1,warning;warfare;village,Ugetsu
"Horror, Thriller",en,2015-07-10,5.0,attempt;horrific;things,The Gallows
"Documentary",en,2016-09-15,7.6,unprecedented;were;relentless,The Beatles: Eight Days a Week - The Touring Years
"Romance, Drama",en,2006-01-01,7.3,outbreak;chinese;wife,The Painted Veil
"Drama, Fantasy",es,2012-09-21,7.3,version;white;silent,Blancanieves
"Action, Science Fiction, Crime",en,1990-08-24,6.4,burned;revenge;darkman,Darkman
"Action, Comedy",cn,1987-08-19,7.1,police;pirates;runaway,Project A: Part II
"Comedy",en,2008-08-29,3.3,movie;scary;date,Disaster Movie
"Comedy, Drama, History",en,2007-12-19,6.6,dealings;had;long-reaching,Charlie Wilson's War
"Comedy, Music, Romance",en,1990-04-05,6.6,grandmother's;motorcycle-riding;dates,Cry-Baby
"History, Drama",en,2008-11-05,7.3,milk;fight;available,Milk
"Family, Comedy",it,2017-12-28,6.5,because;teenage;poor,Like a Cat on a Highway
"Drama, Action, Thriller, Crime, War",en,2011-02-11,6.7,double;hussein;sadistic,The Devil's Double
"Romance, Drama",en,2019-05-16,7.0,loom;family’s;potentially,The Sun Is Also a Star
"Adventure, Family",en,1994-04-15,6.6,evil;white;dog,White Fang 2: Myth of the White Wolf
"Comedy, Horror, Thriller",en,2010-05-06,4.9,local;fight;cure,Survival of the Dead
"Drama, Thriller",en,1991-01-11,6.5,iran;brutish;well,Not Without My Daughter
"Comedy, Drama, Family",en,1989-08-16,6.8,emergency;crosses;nephew,Uncle Buck
"Horror, Mystery, Science Fiction",en,1983-02-04,7.3,max;trashy;returns,Videodrome
"Action, Fantasy, Horror",en,1998-10-30,6.3,enlists;vampires;hunt,Vampires
"Action, Comedy, Crime",en,1995-11-21,5.8,foster;protect;fares,Money Train
"Drama, Action, Thriller, Crime",en,1999-01-22,5.9,street-wise;sharon;stone,Gloria
"Comedy, Fantasy",en,2011-04-08,5.3,heroic;movie;arrogant,Your Highness
"Comedy, Romance",en,1993-10-01,6.2,ireland;focused;doug,For Love or Money
"Animation, Comedy",en,1996-12-15,6.6,duo;america's;beavis,Beavis and Butt-Head Do America
"Drama",en,2013-11-01,7.4,convent;decades;away,Philomena
"Crime, Drama, Mystery",en,1992-09-15,7.4,williamson;leads;things,Glengarry Glen Ross
"Comedy, Romance",th,2020-10-30,9.0,otherwise;piem;sex,My Sex Doll
"Romance, Western",en,1994-04-22,5.4,let;easily;north,Bad Girls
"Comedy, Thriller, Crime",en,2004-04-07,5.7,tulip;pull;hit,The Whole Ten Yards
"Drama, Romance",en,1981-08-28,6.4,anna;piece;infidelity,The French Lieutenant's Woman
"Action, Drama, History",ko,2017-08-02,8.1,mouth;job;foreigner,A Taxi Driver
"Comedy, Crime",en,2012-04-25,5.4,eccentric;unpredictable;revenge,Gambit
"Comedy, Romance",en,1987-12-16,6.8,closet;accidentally;carpenter,Overboard
"Comedy",en,2013-03-14,5.6,magician;scene;partner,The Incredible Burt Wonderstone
"Drama, Romance",en,1939-04-07,7.3,they're;heathcliff;called,Wuthering Heights
"Comedy",es,1964-09-03,7.9,captures;hearts;people,El Padrecito
"Comedy, Horror",en,2016-04-22,5.0,anthology;spin;challenging,Holidays
"Science Fiction, Thriller",en,1996-05-31,6.0,determine;extraterrestrial;message,The Arrival
"Drama, History",fr,2009-04-22,6.9,singer;working;baron,Coco Before Chanel
"Comedy, Drama, Romance",en,2010-11-10,6.3,journalist;former;once-prominent,Morning Glory
"Crime, Drama, Mystery, Thriller",en,1967-08-02,7.7,african;racist;murder,In the Heat of the Night
"Romance, Drama, History",de,1957-12-18,7.3,madeira;mediterranean;climate,Sissi: The Fateful Years of an Empress
"Romance, Drama, Comedy",fr,1975-08-20,6.4,also;falls;off,Cookies
"Mystery, Action, Thriller, Science Fiction, Adventure",en,2004-09-17,5.8,perkins;air;gigantic,Sky Captain and the World of Tomorrow
"Comedy, Crime",fr,1965-03-24,7.4,american;such;jewelry,The Sucker
"Animation, Action, Thriller, Science Fiction",ja,2007-10-19,6.5,eswat;threats;strikes,Appleseed: Ex Machina
"Action, Comedy, Crime",en,2016-09-29,5.7,organizes;southern;biggest,Masterminds
"Drama, Romance",fr,2012-09-20,7.8,also;retired;severely,Amour
"Drama",en,2008-10-24,7.6,struggles;work;life-size,Synecdoche, New York
"Drama, Romance",en,1994-04-29,6.5,truth;threaten;face,When a Man Loves a Woman
"Drama, Romance",en,1995-12-13,7.5,dashwood;mr;second,Sense and Sensibility
"Family, Animation, Action, Comedy, Science Fiction, TV Movie, Adventure",en,2018-09-30,7.0,bears;choice;prove,Marvel Rising: Secret Warriors
"Comedy",en,2014-07-02,5.5,relive;losing;again,Premature
"Crime, Thriller, Mystery",en,2007-09-11,6.1,crucial;entangling;tom,Cleaner
"Comedy",en,1996-07-04,6.5,obscurity;munson;bowler,Kingpin
"Drama",en,2017-05-18,6.7,announces;working;battle,A Family Man
"Action, Crime",en,1996-10-04,5.4,stealth;operative;murders,The Glimmer Man
"Comedy, Family",en,1998-04-17,6.8,correctly;research;russian,Paulie
"Drama, Romance",en,1974-03-27,6.3,midwesterner;lavish;carraway,The Great Gatsby
"Action, Drama, History",en,1984-05-04,6.7,follows;lieutenant;version,The Bounty
"Thriller, Drama, Crime",en,2013-12-06,6.6,lured;rust;brothers,Out of the Furnace
"Thriller, Crime",en,1991-11-15,7.2,or;assigned;sam,Cape Fear
"Drama, Romance",ko,2018-02-20,0.0,reunion;reunites;sung-hyeon,Purpose of Reunion 3
"Comedy, Drama",en,1983-07-22,5.9,alluring;mother;bonds,Class
"Action, Thriller",en,1989-08-17,6.6,son;fellow;trained,Blind Fury
"Action, Crime, Thriller",es,1992-09-04,6.7,work;kill;case,El Mariachi
"Animation, Horror",en,2016-09-13,2.0,number;really;truth,Five Nights at Freddy's: The Fan Film
"Comedy, Romance",en,2005-04-22,6.1,boss;chicago;norris,Beauty Shop
"Documentary",en,2021-10-13,7.6,adopted;discover;23andme,Found
"Drama",en,2021-02-12,6.9,once;uncertainty;knew,Land
"Comedy, Drama, Romance",en,1954-09-10,7.5,david's;awkward;three,Sabrina
"Drama, Crime, Thriller",en,1991-01-13,6.4,nightmarish;elude;fakes,Sleeping with the Enemy
"Comedy, Romance",en,1985-06-14,7.1,unsigned;letter;romantic,Secret Admirer
"Horror",en,2018-12-13,5.0,brother-sister;team;haunted,Malevolent
"Crime, Drama",en,1992-03-13,7.4,peaceful;old;18,American Me
"History, Drama",en,2014-12-25,7.4,president;south;led,Selma
"Drama, Thriller",ja,1964-02-15,8.3,sexual;psychological;captive,Woman in the Dunes
"Drama, Romance, War",zh,1994-05-26,7.9,china;endure;jiazhen,To Live
"Drama, History, War",zh,2009-04-22,7.5,weeks;height;army,City of Life and Death
"Action, Comedy, Horror",cn,2003-03-08,5.9,travels;attempts;vampire,The Twins Effect
"Crime, Thriller",en,2002-04-07,6.2,each;turn;reaction,Changing Lanes
"Horror, Drama, Mystery, Thriller",en,2020-07-03,6.0,elderly;family—goes;edna,Relic
"Drama",en,2006-09-08,7.2,destiny;discovers;struggle,Babel
"Comedy, Thriller",es,2019-08-15,7.7,aires;country;money,Heroic Losers
"Documentary, History",en,2019-03-01,7.9,neil;apollo;look,Apollo 11
"Horror, Science Fiction",en,1992-05-01,6.0,partner;discovers;rutger,Split Second
"Comedy",en,2006-03-10,5.8,still;son;al,Failure to Launch
"Comedy, Family",en,2005-01-06,5.8,farm;mistaken;sorely,Racing Stripes
"Action, Adventure, Comedy",en,1980-12-17,5.9,motorcycle;business;fun,Any Which Way You Can
"Comedy, Adventure",en,1983-06-24,5.5,he's;some;lips,Yellowbeard
"Drama, Thriller",en,2011-06-10,6.7,make;martha;manipulative,Martha Marcy May Marlene
"Romance, Crime, Drama",en,1981-03-20,6.5,affair;drifter;steamy,The Postman Always Rings Twice
"Action, Crime, Drama, Thriller",en,1978-06-08,7.2,promises;successful;driver,The Driver
"Thriller, Mystery, Science Fiction",ko,2020-11-27,7.6,fate;same;phone,The Call
"Comedy, Horror, Science Fiction, Thriller",en,2019-09-04,6.9,turn;pals;fun-filled,The Banana Splits Movie
"Animation, Adventure, Crime, Family, Comedy",en,2018-08-28,8.3,sights;run;uncle,Scooby-Doo! and the Gourmet Ghost
"Action, Science Fiction, Horror",en,2014-04-18,3.9,centuries;created;nothing,Poseidon Rex
"Drama, Crime",en,2010-11-10,5.9,star;falls;reclusive,London Boulevard
"Action, Crime",cn,1993-06-24,6.6,special;businessman;kidnapped,Crime Story
"Documentary, Crime",en,2021-08-10,7.1,players;key;legacy,Untold: Malice at the Palace
"Drama, History, Romance",en,2009-03-04,7.2,victoria's;caught;sign,The Young Victoria
"Horror",en,2012-12-26,6.0,suppressed;desires;exhibition,Maniac
"Fantasy, Horror, Mystery, Thriller",en,1957-11-09,7.1,london;day;though,Night of the Demon
"Documentary",en,2013-06-07,7.9,including;trainer;sentient,Blackfish
"Action",en,2015-04-10,6.4,wishes;miz;military,The Marine 4: Moving Target
"Drama, Horror, Thriller",fr,2018-03-07,6.0,paris;party;face,The Night Eats the World
"Drama, History",en,2017-09-13,7.0,unlikely;queen;clerk,Victoria & Abdul
"Drama",en,2006-01-12,7.5,garrigan;formal;downfall,The Last King of Scotland
"Animation, Drama, Fantasy",de,2013-12-24,4.8,reckless;lead;throughout,Pinocchio
"Animation, Drama, Comedy",fr,2003-06-11,7.4,tour;souza;rescue,The Triplets of Belleville
"Action, Comedy, Music",en,2009-05-22,4.7,bond;beautiful;uncles,Dance Flick
"Horror, Science Fiction, TV Movie",en,2015-07-20,4.2,zombies;fight;perfect,Zombie Shark
"Horror, Action, Science Fiction",en,1986-07-25,5.7,or;people;truck,Maximum Overdrive
"Horror, Action, Thriller",en,2018-07-01,6.5,fiance's;truth;uncover,Big Legend
"Comedy, Drama",en,2019-02-01,7.5,list;teenager;eccentric,Then Came You
"Horror, Comedy, Fantasy",en,1988-09-21,5.9,district;england's;corner,The Lair of the White Worm
"Drama, Family, Romance, Music",en,2001-01-12,6.6,majority-black;mother;sara,Save the Last Dance
"Animation, Romance",ja,1995-03-04,5.5,kisses;miki's;school's,Marmalade Boy
"Science Fiction, Comedy, Adventure",en,2010-03-26,6.0,1986;ski;make,Hot Tub Time Machine
"Family, Science Fiction",en,1985-07-12,6.3,themselves;visionary;warmth,Explorers
"Drama, History, Romance",en,2005-12-25,6.5,english;john;clash,The New World
"Drama, Romance",en,2007-06-09,5.8,flashbacks;named;learn,Evening
"Comedy, Fantasy",en,2020-05-01,8.5,novel;short;featuring,Good Omens: Lockdown
"Adventure, Horror",it,1977-10-21,4.7,supposedly;seems;work,Emanuelle and the Last Cannibals
"Drama, Romance",fr,2006-06-21,6.8,prostitute;aspect;distinguished,Paris, Je T'Aime
"Drama, Music, Romance",en,2007-03-23,7.4,day;aspiring;also,Once
"Horror, Thriller, Action, Drama",en,2018-09-14,5.3,zero;language;unprecedented,Patient Zero
"Crime, Comedy",en,1989-05-12,6.7,murder;david;fired,See No Evil, Hear No Evil
"Horror",en,1991-01-01,6.6,would;tub;don'ts,Scream Queen Hot Tub Party
"Drama",en,2004-10-17,7.3,peter;during;part,Finding Neverland
"Comedy, Horror",en,2019-09-26,6.1,stop;figure;ghosts,DeadTectives
"Action, Adventure, Animation, Science Fiction",ja,1995-10-06,7.0,military;aircraft;industries,Macross Plus: Movie Edition
"Comedy, Drama, Romance",en,1998-01-30,6.6,sensual;classic;loosely,Great Expectations
"Drama",en,2020-02-20,6.4,job;working;agent,My Salinger Year
"Music, Documentary",en,2020-11-25,8.6,song;meaning;film,Folklore: The Long Pond Studio Sessions
"Animation, Adventure, Science Fiction",ja,2015-11-21,6.6,characters;digimon;changed,Digimon Adventure tri. Part 1: Reunion
"Action",en,2012-11-02,5.5,fellow;position;feudal,The Man with the Iron Fists
"Animation, Comedy, Drama",en,2009-02-09,7.9,australian;homely;living,Mary and Max
"Comedy, Drama",en,2016-06-16,7.3,paralyzed;earn;necessity,The Fundamentals of Caring
"Drama, Romance",en,2003-01-31,6.6,government;colonial;unwitting,The Sleeping Dictionary
"Fantasy, Action, Adventure, Comedy",en,2008-10-25,6.2,simone;gang;ruthless,The Librarian: The Curse of the Judas Chalice
"Music, Comedy, Drama",en,2009-08-26,6.2,happening;making;york,Taking Woodstock
"Family, Drama, Comedy",en,2005-03-17,6.4,mom;nothing;realizing,Ice Princess
"Drama",en,2016-08-02,7.3,atone;certain;falter,The Apostle Peter: Redemption
"Thriller, Science Fiction, Mystery",en,2014-05-24,6.5,machine;dangerous;personal,Time Lapse
"Comedy, Family, Romance",en,2005-11-23,6.1,marriage;hugs;loving,Yours, Mine & Ours
"Action, Thriller, Drama",en,1974-12-14,7.0,tower;everyone;party,The Towering Inferno
"Drama, Action, Crime",en,2008-10-09,7.0,robbing;confinement;spending,Bronson
"Thriller, Drama",en,1992-05-08,5.3,high;wealthy;seductive,Poison Ivy
"Comedy, Drama, Romance",en,2009-01-18,6.4,long;things;small-town,I Love You Phillip Morris
"Animation, Science Fiction, Action, Adventure, Family",en,1986-08-08,7.2,decepticons;attack;stop,The Transformers: The Movie
"Adventure, Drama, Thriller",en,2015-09-30,7.0,high-wire;twin;attempt,The Walk
"Thriller",en,2020-07-16,5.8,mend;encounter;old,Fatal Affair
"Drama, Thriller, War",en,1971-03-31,7.0,difficult;sexual;civil,The Beguiled
"Action, Thriller, Drama, Adventure",en,1985-11-15,7.0,train;vengeful;hardened,Runaway Train
"Comedy, Family, Drama, Fantasy",en,1998-12-10,5.9,right;promises;can't,Jack Frost
"Western, Adventure, Action, Romance",en,1966-12-17,7.4,friend;rival;thornton,El Dorado
"Drama",en,2019-01-03,7.4,since;17th;discover,Giant Little Ones
"Horror",en,1958-05-22,7.3,dr;dracula;destroy,Dracula
"Drama, Fantasy, Romance",de,1987-05-17,7.8,never;falk;physical,Wings of Desire
"Animation, Adventure, Family, Action",en,2005-04-08,6.9,sparks;upon;named,Kim Possible: So the Drama
"Family, Animation, Adventure, Comedy",fr,1994-09-28,6.2,catapult;magic;pal,Asterix Conquers America
"Drama, Family, Animation, Adventure, Music",en,1986-11-21,6.7,land;off;century,An American Tail
"Science Fiction, Thriller",en,2000-03-10,6.0,lost;mission;fate,Mission to Mars
"Drama, Romance",ko,2015-09-27,3.5,searches;sun-yeong;meets,Female War: A Nasty Deal
"Action, Crime, Drama",ru,2000-05-11,7.5,chechen;danila;tells,Brother 2
"Comedy",en,1979-08-17,7.8,hapless;or;separatist,Life of Brian
"Thriller, Western, Adventure",en,2003-11-26,6.3,mother;teenage;learn,The Missing
"History, Drama",no,2018-03-09,7.3,hide;terrorist;22nd,Utøya: July 22
"Comedy, Adventure, Science Fiction, Fantasy",it,2014-12-18,6.2,halloween;michele;thirteen,The Invisible Boy
"Action, Adventure, Drama, Thriller",en,1996-03-15,6.2,grant;special;team,Executive Decision
"Comedy, Family, Romance",en,1994-11-22,5.1,pregnancy;fertility;research,Junior
"Action",en,2001-04-27,5.1,bly;tragic;rankings,Driven
"Drama, Science Fiction, Mystery, Romance",en,2002-11-27,5.9,planet;troubled;station,Solaris
"Crime, Drama, Thriller",en,2000-09-13,7.0,persuading;bars;served,Sexy Beast
"Comedy, Drama, Romance",en,1987-12-16,6.8,boyfriend;brother;learn,Moonstruck
"Crime, Drama, Mystery, Thriller",en,1944-06-14,8.2,rich;plot;plan,Double Indemnity
"Drama, Romance, History, War",zh,2017-11-10,7.4,air;china;morale,The Chinese Widow
"Drama, Fantasy",en,2010-10-22,6.0,ways;people;french,Hereafter
"Comedy, Horror",en,2004-02-27,5.2,fun;pete's;coconut,Club Dread
"Fantasy, Horror, Comedy",en,1997-11-18,5.2,were;pile;psychopath,Jack Frost
"Romance, Comedy",en,1996-12-20,6.4,meet;adults;both,One Fine Day
"Science Fiction, Drama",en,2020-05-15,6.2,no;journey;leads,Proximity
"Crime, Comedy",ta,2021-06-18,6.3,carefree;dilemmas;gangster,Jagame Thandhiram
"Family, Adventure, Fantasy",en,2020-02-27,6.2,vladimir;portal;befriended,Anastasia: Once Upon a Time
