Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Drama",fr,2014-10-01,6.4,akim;akim;chaos,The Apostle
"Romance, Drama",en,1989-12-22,5.3,setting;self-made;off,Wild Orchid
"Crime, Comedy, Drama",en,2019-07-12,6.0,off;sexy;hoping,Lying and Stealing
"Action, Crime, Thriller",en,2016-09-23,4.9,danger;security;federal,End of a Gun
"Adventure, Animation, Comedy, Family, Fantasy",en,2006-10-20,5.1,stop;two-headed;issues,Casper's Scare School
"Comedy, Action",en,1997-01-17,5.6,haru;stooges;great,Beverly Hills Ninja
"Comedy",en,2015-06-03,6.2,vincent;often;turtle,Entourage
"Crime, Drama",en,2003-09-20,7.1,high;several;go,Elephant
"Animation, Family, Comedy",en,2011-06-16,7.0,vacation;barbie;ken,Hawaiian Vacation
"Drama, Romance",fr,1999-05-12,5.7,upper-class;writer;leaves,Pola X
"Mystery, Thriller",en,2017-08-10,5.1,details;changes;discovers,All I See Is You
"Documentary",en,2013-11-26,8.5,bad;amc;season,No Half Measures: Creating the Final Season of Breaking Bad
"Animation, Action",ja,2014-08-24,8.3,day;tofu;nights,New Initial D the Movie - Legend 1: Awakening
"Drama, History",en,2020-09-25,7.8,notorious;followed;trials,The Trial of the Chicago 7
"Romance, Drama",en,2015-10-20,7.3,between;men;countries,Brooklyn
"Thriller, History, Drama, Action",en,2019-03-14,7.6,terrorists;making;themselves,Hotel Mumbai
"Comedy, Drama, Romance",id,2019-01-31,6.6,attend;effects;immune,Too Handsome To Handle
"Action, Adventure, Animation, Family",ja,2013-07-13,6.5,red;attracts;big,Pokémon the Movie: Genesect and the Legend Awakened
"Comedy",en,1999-02-19,7.4,decides;day;corporation,Office Space
"Drama, Fantasy, Thriller",en,2020-01-17,7.1,gets;murdering;larger,A Fall from Grace
"Adventure, Fantasy",fr,2021-07-21,7.1,king;army;end,Kaamelott: The First Chapter
"Thriller, Horror",ko,2010-08-12,7.8,vengeance;infernal;ways,I Saw the Devil
"Drama",en,2016-04-08,7.2,admittance;pioneer;wwi,The Man Who Knew Infinity
"Thriller, Mystery",en,2013-02-27,5.8,increasingly;researchers;steps,The Dyatlov Pass Incident
"Horror",en,2019-07-19,8.5,spree;better;met,Tiffany + Chucky
"Drama, Romance",it,1972-10-14,7.0,sexual;widowed;parisian,Last Tango in Paris
"Action, Drama, History, War",en,1976-06-18,6.6,drama;americans;u.s,Midway
"Animation, Adventure, Family",en,2020-12-11,6.6,truck;eve;animal,A Trash Truck Christmas
"Thriller",es,2019-04-04,6.4,wants;van;enters,4x4
"Animation, Adventure",en,2013-08-09,5.9,tale;embarks;friendship,Justin and the Knights of Valour
"Western, Action, Drama",en,2015-12-31,5.8,tracks;bullets;hasn't,Jane Got a Gun
"Drama, Romance",de,2019-10-10,8.0,past;danny;complicated,Close to the Horizon
"Comedy, Action",fr,2018-04-07,5.6,taxi;italian;niece,Taxi 5
"Comedy, Fantasy, Horror",en,1987-06-12,6.5,flamboyant;arrives;wishes,The Witches of Eastwick
"Action, Thriller, Adventure",en,2011-04-07,6.6,ruthless;faces;perfect,Hanna
"Science Fiction, Adventure",en,1986-11-26,7.2,galaxy;1986;anything,Star Trek IV: The Voyage Home
"Animation, Action",en,2019-08-03,7.5,villainous;tech;theft,LEGO Marvel Spider-Man: Vexed by Venom
"Drama, Thriller",en,1979-01-25,7.5,bay;frank;plan,Escape From Alcatraz
"Comedy, Drama, Romance",en,2017-03-30,7.4,gardner;kumail;feelings,The Big Sick
"Comedy",en,2003-04-14,4.1,high;blockbuster;lame-brained,Dumb and Dumberer: When Harry Met Lloyd
"Action, Mystery, Thriller, Science Fiction",en,2018-12-21,5.2,living;determined;driver,Between Worlds
"Drama, Romance, War",en,1996-11-05,7.2,vast;almásy;explorers,The English Patient
"Action, Comedy, Crime, Thriller",en,2003-01-17,5.9,mismatched;security;guards,National Security
"Action, Adventure, Drama",en,2016-02-18,6.1,redemption;last;legendary,Crouching Tiger, Hidden Dragon: Sword of Destiny
"Comedy, Romance",en,2003-02-07,6.7,10;whereas;ticking,How to Lose a Guy in 10 Days
"Adventure, Family, Fantasy, Comedy, Romance",en,1987-09-25,7.7,six-fingered;westley;these,The Princess Bride
"Animation, Family",en,2009-10-27,6.6,travel;california;yellow,Curious George 2: Follow That Monkey!
"Drama, Horror, Romance, Science Fiction",en,2018-03-08,5.7,thirst;nighttime;apocalyptic,Hostile
"Crime, Action, Drama, Thriller",en,2008-10-15,5.3,death;dea;york,Max Payne
"Horror",en,2017-02-03,5.5,troubled;urban;daughter,Don't Knock Twice
"Science Fiction, Comedy",es,2011-09-11,5.5,absolutely;your;do,Extraterrestrial
"Thriller, Crime, Horror",en,2018-04-19,6.8,disturbing;makes;discovery,Bad Samaritan
"Drama, Thriller, Crime, Adventure",en,1991-05-24,7.6,trying;women;run,Thelma & Louise
"Horror, Thriller",en,2019-02-06,6.2,behavior;mother;thinks,The Prodigy
"Action, Science Fiction, War",en,1990-12-14,4.7,brave;germany;racing,Captain America
"Crime, Drama, Romance, Thriller",fr,2000-06-28,4.3,kill;choose;blitz,Baise-moi
"Horror, Science Fiction, Fantasy, Mystery, Thriller",en,2006-03-31,6.5,small;residents;forms,Slither
"Science Fiction, Action, Thriller",en,2018-09-04,7.0,uses;sighting;student,UFO
"Action, Mystery, Fantasy",ko,2018-06-27,7.6,childhood;many;crime,The Witch: Part 1. The Subversion
"Action, Crime, Drama, Thriller",en,1990-01-18,5.9,playing;nick;many,The Rookie
"Drama, Thriller",hi,2021-02-26,5.8,unfolds;murder;mystery,The Girl on the Train
"Family, Comedy, Animation, Adventure",en,2018-01-26,6.1,mighty;team;ancient,Early Man
"Documentary",en,2000-10-22,7.5,complex;behind-the-scenes;little,Bruce Lee: A Warrior's Journey
"Romance, Drama, Mystery",en,2006-06-16,6.9,romance;occupied;extraordinary,The Lake House
"Romance, Comedy",en,1994-09-17,6.8,dreams;wright;preparing,Only You
"Drama",en,2017-02-15,7.1,roommate;unlikely;16-year-old,Handsome Devil
"Family, Action, Comedy",en,2020-01-09,6.9,surveil;having;sent,My Spy
"Horror, History, Fantasy",sv,2018-10-10,5.3,goes;parts;bordering,Draug
"Action, Comedy",it,1977-04-01,6.9,robbery;break;turns,Crime Busters
"Action, Adventure, Horror, Thriller",en,2005-08-26,5.3,undisturbed;species;network,The Cave
"Crime",fr,1969-12-01,7.7,resources;using;better,The Sicilian Clan
"Crime, Action, Drama",cn,2017-08-25,6.5,search;sudden;there,Paradox
"Animation",es,2018-01-19,8.0,try;leo;halfway,La leyenda del Charro Negro
"Drama, Romance",en,2012-09-06,6.7,affluent;vronsky;karenina,Anna Karenina
"Crime, Drama, Mystery",en,2005-02-19,4.9,thwart;inheritance;women,Wild Things: Diamonds in the Rough
"Drama, Thriller",es,2020-01-23,7.7,regime;dig;front,Pacto de Fuga
"Adventure, Animation, Family, Comedy, Fantasy",en,1990-08-03,6.8,gold;long-lost;adventure,DuckTales: The Movie - Treasure of the Lost Lamp
"Comedy, Drama",en,2004-01-20,5.8,still;want;politics,Barbershop 2: Back in Business
"Family, Animation, Action, Adventure, Fantasy, Science Fiction",ja,2006-07-15,6.4,greedy;who's;temple,Pokémon Ranger and the Temple of the Sea
"Drama, Romance",en,1996-03-29,6.7,countryside;harmon;beautiful,Stealing Beauty
"Drama",el,2009-10-22,7.1,listening;three;very,Dogtooth
"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",en,2001-07-02,6.2,squadron;hope;aki,Final Fantasy: The Spirits Within
"Thriller, Science Fiction, Action",en,2018-06-07,6.0,hospital;artemis;night,Hotel Artemis
"Thriller, Action",en,2016-06-10,5.5,winds;involved;gets,Collide
"Adventure, Action, Comedy, Fantasy",ko,2009-12-23,6.6,korea;action-adventure;pipe,Woochi : The Demon Slayer
"Action, Drama",en,2003-01-31,6.1,galloway;outfits;men,Biker Boyz
"Horror",en,1985-10-10,6.5,barbecue;month;night,Silver Bullet
"Crime, Thriller",en,2018-11-06,6.5,during;left;future,Widows
"Horror, Science Fiction",es,1969-01-01,4.9,performs;couples;bizarre,The Curious Dr. Humpp
"Comedy",en,2006-09-09,5.4,convinced;best;both,Wedding Daze
"Action, Comedy, Crime, Thriller",en,2006-12-09,6.5,las;buddy;make,Smokin' Aces
"Action",en,1996-02-09,6.0,warheads;deliberately;deakins's,Broken Arrow
"Thriller, Drama, Mystery",en,2007-04-12,6.7,neighbors;actually;come,Disturbia
"Horror, Drama, Fantasy",en,1931-02-12,7.2,london;vampire;agent,Dracula
"Drama, Crime, History",en,2015-09-04,6.4,whitey;history;fbi,Black Mass
"Horror, Thriller",en,2012-08-30,6.0,malicious;upon;antique,The Possession
"Science Fiction, Action, Thriller",en,2006-03-03,5.2,human;genetically;nine-year-old,Ultraviolet
"Thriller",es,1977-06-25,4.6,reminds;proof;long,The Call of Sex
"Family, Animation, Comedy",en,2006-08-21,6.8,buccaneers;crew;hit,Tom and Jerry: Shiver Me Whiskers
"Drama, Romance",en,2017-08-06,7.0,percy;godwin;resulted,Mary Shelley
"Comedy",en,2006-12-01,5.0,coolidge;career;badalandabad,Van Wilder 2: The Rise of Taj
"Thriller, Drama, Mystery",en,2005-09-22,6.4,40,000;desperate;ever,Flightplan
"Western",en,1966-10-19,6.1,comes;four;helped,Return of the Seven
"Crime, Horror",en,2010-07-16,5.2,year;allison;kept,Bereavement
"Comedy",es,2015-02-27,7.6,changes;pattern;successful,A la mala
"Drama",it,1975-03-11,6.6,sanders;mayhem;leads,That Malicious Age
"Adventure, Comedy, Fantasy",en,1975-05-25,7.8,recruits;sir;reach,Monty Python and the Holy Grail
"Action",en,2018-05-12,6.0,comrade;london;deadly,All the Devil's Men
"Animation, Fantasy, Adventure, Mystery",ja,2019-06-07,7.2,disappearance;ruka;ocean,Children of the Sea
"Action, Drama, Science Fiction, TV Movie",en,1991-08-23,5.0,hostage;rebuild;hulk,a,The Death of the Incredible Hulk
"Horror",en,2006-06-06,5.5,horror;without;adopts,The Omen
"Romance, Animation, Drama",ja,1993-05-05,6.3,familiar;glimpses;boarding,Ocean Waves
"Comedy, Crime",en,1999-01-30,6.2,goes;jawbreaker;reagan,Jawbreaker
"Comedy",en,2006-04-07,5.8,childhood;forming;little,The Benchwarmers
"Documentary, Music",en,2021-07-02,7.8,pride;unseen;people,Summer of Soul (...Or, When the Revolution Could Not Be Televised)
"Crime, Drama",en,2018-09-14,6.3,wershe;1980s;sentenced,White Boy Rick
"Horror, Thriller",ja,2000-01-22,6.2,video;0;deadly,Ringu 0
"Adventure, Drama, Western",en,1948-01-15,8.0,especially;fred;join,The Treasure of the Sierra Madre
"Comedy, Crime",en,2013-09-20,6.2,third-rate;just;keen,The Art of the Steal
"Horror",en,2002-06-10,4.7,unspeakable;onslaught;true,Wishmaster 4: The Prophecy Fulfilled
"Animation, Comedy, Science Fiction, TV Movie",en,2007-11-27,7.4,incompetence;worse;tendencies,Futurama: Bender's Big Score
"Horror, Mystery, Thriller",en,2005-06-07,4.7,watches;bucharest;article,Hellraiser: Deader
"Drama",en,2013-05-01,7.2,aristocratic;belle;belle,Belle
"Adventure, Fantasy",en,1981-04-10,7.0,conception;sir;round,Excalibur
"Science Fiction, Thriller, Horror",en,2007-04-05,6.9,temperatures;mankind’s;mission,Sunshine
"Science Fiction, Thriller, Mystery, Crime",en,2019-08-30,6.9,call;deceased;detective,Don't Let Go
"Drama, Horror, Thriller",en,2017-09-28,5.7,experiment;understand;lies,Flatliners
"Fantasy, Animation, Action, Science Fiction",ja,2017-07-22,6.9,kyrie;florian;friend,Magical Girl Lyrical Nanoha: Reflection
"Animation, Family",zh,2018-04-05,6.6,long;blanket;living,Cats
"Crime, Thriller",en,2001-09-07,5.9,york;well-known;cash,Knockaround Guys
"Drama",ja,1983-04-15,4.7,car-antenna;cages;ring,Woman with Pierced Nipples
"Science Fiction, Action, Adventure, Thriller",en,1996-11-22,7.3,course;federation;race,Star Trek: First Contact
"Thriller, Science Fiction, Drama, Mystery",en,2014-04-16,6.0,singularity;goal;creating,Transcendence
"Drama, Romance",en,2016-08-26,6.1,travel;encounter;there,Kids in Love
"Comedy, Drama, Romance, Science Fiction",en,2012-06-22,6.6,accompanying;high;sweetheart,Seeking a Friend for the End of the World
"Animation, Adventure, Comedy",en,2019-11-01,6.2,day;animals;hatches,Arctic Dogs
"Horror, Thriller, Mystery",en,2006-12-15,5.1,house;eve;maniac,Black Christmas
"Horror, Thriller",en,2022-10-13,0.0,traumatic;michael;ends,Halloween Ends
"Action, Thriller, TV Movie",en,1971-11-13,7.4,crossing;tanker;businessman,Duel
"Documentary, Music",ko,2020-10-14,8.5,record-shattering;band;hard,BLACKPINK: Light Up the Sky
"Comedy, Animation, Adventure, Drama",ja,2018-08-25,6.9,fun;drawing;biyori,Non Non Biyori: Vacation
"Adventure, Action, Comedy, Romance",en,1985-08-01,6.2,good;dignitary;no,The Jewel of the Nile
"Drama, War",es,2019-08-15,6.7,faraway;cow;eight,Monos
"Crime, Horror, Thriller",en,2003-01-01,7.0,forced;game;survival,Saw
"Family, Animation, Adventure, Comedy",en,2000-09-14,6.6,paris;travel;naughty,Rugrats in Paris: The Movie
"Horror, Comedy",en,1997-05-29,5.9,developed;transform;involved,An American Werewolf in Paris
"Romance, Comedy",en,2003-09-20,6.8,begins;starting;whim,Under the Tuscan Sun
"Drama, History",en,2021-01-14,6.9,echoes;hires;mounds,The Dig
"Thriller, Drama, Horror",en,2011-02-04,5.4,sara;iowa;campus,The Roommate
"Drama, Romance, History",en,2020-03-11,6.6,discovery;marriage;radium,Radioactive
"Action, Comedy, Romance",en,2004-01-21,6.4,bring;villainess;fighters,D.E.B.S.
"Action, Science Fiction, Adventure",en,2017-07-11,4.8,serious;problems;recession,The Humanity Bureau
"Comedy, Crime",en,1988-07-15,7.2,collection;diamonds;attempting,A Fish Called Wanda
"Crime, Drama, Thriller",en,2019-03-15,6.7,texas;nevertheless;crimes,The Highwaymen
"Drama",en,1950-10-06,8.2,margo;broadway;even,All About Eve
"Comedy",es,2017-08-11,7.2,day;santiago;gay,Do It Like An Hombre
"Comedy, Western",es,1951-02-05,8.0,margarito;film;absence,El Siete Machos
"Science Fiction, Adventure",en,1980-09-01,6.2,ming;earth;player,Flash Gordon
"Romance, Comedy",en,2018-06-15,7.0,come;bosses;plan,Set It Up
"Comedy, Crime, Mystery",en,2018-04-19,5.8,mac;international;patrol,Super Troopers 2
"Drama",en,2016-12-12,6.6,restrained;unleashes;force,Lady Macbeth
"Thriller",en,2022-01-17,5.0,defend;woman's;herself,Heatwave
"Adventure, Drama, Romance",en,2019-11-04,6.8,fly;survival;air,The Aeronauts
"Crime, Drama, Action, Science Fiction",it,2016-02-25,7.5,waste;small-time;believes,They Call Me Jeeg
"Comedy, Horror, Science Fiction",en,1988-04-29,5.9,easter;unhatched;bend,Critters 2
"Comedy, Science Fiction, Adventure",en,2020-08-27,6.0,yet;fulfil;universe,Bill & Ted Face the Music
"Drama",en,2014-01-16,7.0,trail;hiking;start,Wild
"Comedy, Family",en,1968-04-24,6.7,widow;ten;widower,Yours, Mine and Ours
"Drama, Romance",fr,1977-10-14,4.3,traditional;husband;jealousy,Emmanuelle 3
"War, Action, Science Fiction",en,1980-01-31,6.6,storm;routine;strange,The Final Countdown
"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,1993-03-17,5.4,days;village;art,Teenage Mutant Ninja Turtles III
"Science Fiction, Drama",ru,1979-05-25,8.3,victim;place;zone,Stalker
"Adventure, Comedy, Drama",sv,2013-12-25,6.8,window;leaps;100th,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
"Romance, Comedy, Family",en,1993-11-05,5.4,christmas;lebon;rocks,Look Who's Talking Now!
"Adventure, Comedy, Family",en,1995-03-24,6.3,commanding;officer;marine,Major Payne
"Horror",en,2021-01-29,6.0,terrified;via;game,Five Nights at Freddy's: Home Breach
"Comedy",en,2019-05-24,7.1,night;four;fun,Booksmart
"Thriller, Drama",en,2016-01-04,6.0,murder;assassin;psychological,Standoff
"Drama, War, Romance, History",en,1956-08-21,6.6,tumultuous;invasion;1812,War and Peace
"Adventure, Fantasy, Animation, Action, Thriller, Science Fiction, Family, TV Movie",en,2010-11-24,7.6,king;including;fire,Firebreather
"Horror, Comedy",en,1986-12-19,6.9,mr;skid;supper,Little Shop of Horrors
"Drama, Action, Crime",es,2008-10-10,7.7,disruption;gang;falls,Straight from the Barrio
"Thriller, Action",en,2014-08-22,4.9,turns;missing;enforcer,The Prince
"Crime, Drama, Thriller",en,1993-02-26,7.3,tipping;unstable;los,Falling Down
"Comedy, Western",it,1971-10-21,7.4,huge;gang;booty,Trinity Is Still My Name
"Comedy, Science Fiction, Action, Adventure",en,1983-06-17,5.5,some;unexpected;bumbling,Superman III
"Drama, Romance",it,2021-02-05,6.0,falls;improving;landowner's,The Last Paradiso
"Action, Adventure",en,1996-04-19,6.1,employ;around;prowess,The Quest
"Adventure, Fantasy, Action",en,2009-09-16,5.9,seeks;past;century,Solomon Kane
"Thriller, Crime",en,2019-12-25,6.0,broadcasting;11-year-old;daughter,Line of Duty
"Comedy, Family, Adventure",en,2002-01-18,5.7,pack;lose;got,Snow Dogs
"Comedy",en,1996-03-01,6.1,…;matters;stingray,Down Periscope
"Action, Horror, Comedy, Science Fiction, Thriller",en,1996-04-09,6.2,desert;fields;team,Tremors 2: Aftershocks
"Action, Adventure, Comedy, Drama, Mystery",en,2005-04-06,5.8,underwater;hunt;treasure-laden,Sahara
"Action, Thriller, Crime",id,2018-10-05,6.9,elite;assassin;massacre,The Night Comes for Us
"Action, Crime, Thriller",en,2016-07-01,5.8,agent;untraceable;behind,Marauders
"Drama, Horror",en,1993-08-27,6.2,stock;expected;than,Needful Things
"Comedy, Romance",en,2005-07-13,6.5,how;romantic;day,Wedding Crashers
"Comedy, Drama, Family",en,2015-10-05,6.6,glamourous;planning;just,The Great Gilly Hopkins
"Music, Fantasy, Action, Family",en,2010-11-24,5.2,vienna;1920s;special,The Nutcracker: The Untold Story
"Drama, Science Fiction, Romance",es,2017-04-07,5.8,helena;three;intended,Orbiter 9
"Mystery, Drama",it,1968-09-04,7.1,every;none;sorts,Theorem
"Thriller, Adventure, Fantasy, Science Fiction, Romance",en,1960-05-25,7.4,humanity;hostile;englishman,The Time Machine
"Action, Drama, Mystery, Thriller",en,1996-06-21,6.0,selling;uncovered;protect,Eraser
"Fantasy, Horror, Comedy",en,1988-09-30,6.5,haunted;witch's;house,Elvira, Mistress of the Dark
"Horror",en,2020-06-04,5.9,mystery;evil;uncovered,The Candy Witch
"Documentary, Mystery, Crime",en,2020-09-30,7.3,followed;firsthand;examines,American Murder: The Family Next Door
"Comedy",en,2000-10-17,4.8,horror;serial;population,Shriek If You Know What I Did Last Friday the Thirteenth
"Comedy, Adventure, Fantasy",en,2015-11-20,6.1,coming;end;lifelong,The Night Before
"Comedy",en,2012-12-25,5.9,diane;grandkids;collides,Parental Guidance
"History, Drama",en,2011-12-26,6.4,thatcher;kingdom;paid,The Iron Lady
"Horror",en,2013-09-08,6.4,crime;tries;brother's,Oculus
"Drama, Romance",te,2022-03-10,0.0,palmist;stars;destiny,Radhe Shyam
"Crime, Action, Thriller",en,2018-09-03,6.5,awaiting;descend;themselves,Dragged Across Concrete
"Action, Drama, Crime, Thriller, Mystery",en,1998-02-06,6.2,passport;gets;lee,The Replacement Killers
"Crime, Drama, Thriller",en,1971-12-23,7.2,rural;mild-mannered;escape,Straw Dogs
"Comedy",en,2007-09-21,6.5,students;freshman;white,Sydney White
"Action, Adventure, Comedy, Drama, Fantasy",zh,2005-05-11,6.3,visions;collides;fact,The Myth
"Comedy, Drama, Romance",en,2002-12-13,6.1,revealed;social;fall,Maid in Manhattan
"Action",en,2020-06-15,6.4,government;beckett;brandon,Sniper: Assassin's End
"Comedy",es,1986-02-07,7.1,adventures;vendor;capture,Los verduleros
"Science Fiction, Horror",en,1992-03-05,5.5,science;genius;application,The Lawnmower Man
"Comedy, Drama, Music",es,2019-12-24,8.1,mexican;longer;earth,Out Of The Clear Blue Sky
"Action, Thriller",hi,2017-03-02,5.9,brain;arrested;wife,Commando 2 -  The Black Money Trail
"Drama, Action, Crime",en,2014-09-26,5.6,powerful;detective;police,Bad Country
"Horror, Thriller, Mystery",en,2009-06-12,5.7,real;gruesomely;art,The Hills Run Red
"Comedy",en,1978-07-27,7.0,tau;1962;vernon,Animal House
"Western",en,1990-10-17,6.6,quigley;american;cora,Quigley Down Under
"Action, Thriller, Science Fiction",en,2009-09-03,5.7,game's;regaining;online,Gamer
"Comedy, Drama, Romance, Fantasy, Adventure",en,2016-06-24,6.9,changes;death;hope,Swiss Army Man
"Adventure, Horror",en,1977-07-22,6.2,fisherman's;mate;captain,Orca
"Drama, Horror, Romance",fr,2001-07-11,5.8,effort;studies;libido,Trouble Every Day
"Action, Comedy, Fantasy",en,2020-10-19,5.5,stocking;billy;claus,Fatman
"Fantasy, Adventure, Action, Mystery",fr,2010-04-09,6.1,early;novelist;set,The Extraordinary Adventures of Adèle Blanc-Sec
"Action, Adventure, Science Fiction, Animation",ja,2017-11-17,6.3,centered;year;journey,Godzilla: Planet of the Monsters
"Action, Drama, Mystery, Thriller, Crime",en,2003-04-18,6.5,legendary;sergeant;during,Basic
"Action, Science Fiction, Thriller, Crime",en,2010-03-18,6.3,payments;victims;known,Repo Men
"Animation, Family",en,2013-08-04,5.9,living;jerry;come,Tom and Jerry's Giant Adventure
"Comedy, Romance",en,2002-09-26,6.4,melanie;bound;past,Sweet Home Alabama
"Fantasy, Adventure",en,2000-08-08,5.4,turn;orphaned;caught,DragonHeart: A New Beginning
"Fantasy, Drama",sv,1957-02-16,8.2,commit;determined;god,The Seventh Seal
"Documentary",en,2011-04-06,5.9,unleashed;whole;movie,Scream: The Inside Story
"Drama, Crime, Comedy",en,2018-10-19,6.8,published;celebrity;no,Can You Ever Forgive Me?
"Animation, Family",en,2005-01-18,6.6,residents;earth;invade,Tom and Jerry Blast Off to Mars!
"Comedy, Drama",en,2010-10-08,7.0,adult;checks;psychiatric,It's Kind of a Funny Story
"Drama, History",en,2002-08-30,7.5,wills;given;magdalene,The Magdalene Sisters
"Drama, Romance",en,2011-06-10,5.3,beauty;haunting;desire,Sleeping Beauty
"Drama, War, Action",ru,2021-08-11,7.5,closed;novozhilov;having,Hotsunlight
"Crime, Drama, Mystery, Thriller",en,1996-03-06,7.7,taken;surprise;gets,Primal Fear
"Drama, Romance",fr,1992-01-22,6.8,saigon;control;poor,The Lover
"Comedy, Action",ko,2009-04-04,6.3,secrecy;breaks;job,My Girlfriend Is an Agent
"Animation, Comedy, Family, Romance",en,2020-02-29,7.6,like;heroic;seemed,Maggie Simpson in Playdate with Destiny
"Science Fiction, Fantasy, Horror",en,2020-11-20,5.4,states;collisions;times,Aztech
"Comedy, Romance",it,1985-10-15,5.3,make;husband;suitable,Miranda
"Drama, Thriller",en,1987-09-11,6.8,comes;night;lover,Fatal Attraction
"Comedy, Romance",en,2004-11-10,6.3,apart;darcy;boss,Bridget Jones: The Edge of Reason
"Western",en,1976-07-14,7.5,pursued;drawn;alone,The Outlaw Josey Wales
"Science Fiction, Comedy",en,2019-09-17,7.1,do;ned;tells,Peter's To-Do List
"Drama",en,2016-12-28,7.3,adolescent;boarder;change,20th Century Women
"Science Fiction, Action",en,2017-07-01,5.5,last;humankind's;alien,Revolt
"Adventure, Fantasy, Action",en,1985-04-09,5.3,keeper;kills;seeks,Red Sonja
"Action",en,2019-08-29,5.4,henchmen;investigate;cartel,Running with the Devil
"Documentary",en,2020-06-09,7.6,behind-the-scenes;john;narrate,40 Years of Rocky: The Birth of a Classic
"Crime, Drama, Thriller",en,1991-05-24,6.7,stop;agenda;stephen,Backdraft
"Adventure, Action, Romance",en,1938-05-13,7.5,sir;hand;evil,The Adventures of Robin Hood
"Action, Thriller",en,1988-04-08,6.1,ex-cia;bone-crushing;thorough,Above the Law
"Action, Adventure, Fantasy, Animation",ja,2012-02-03,7.3,guts;blossom;guts,Berserk: The Golden Age Arc I - The Egg of the King
"Family, Animation, Comedy, Fantasy, Music, Mystery",en,2003-03-04,7.2,rock;yowie;gang,Scooby-Doo! and the Legend of the Vampire
"Action, Adventure, Crime, Thriller",en,2006-03-01,6.4,cop;getting;gauntlet,16 Blocks
"Comedy",en,2014-05-08,7.1,son;launch;chef,Chef
"Music",es,2021-06-03,8.3,dominican;located;eastern,Juan Luis Guerra 4.40: Entre Mar y Palmeras
"Animation, Fantasy, Science Fiction",ja,2004-07-17,6.9,century;package;related,Steamboy
"Drama",en,2014-12-24,7.0,subsequent;legal;success,Big Eyes
"Drama",da,2019-03-27,6.7,picture-perfect;doctor-husband;specialising,Queen of Hearts
"Drama, Romance",en,2017-06-08,5.7,under;falling;charms,My Cousin Rachel
"Crime, Drama, Thriller",en,2006-01-27,6.6,do;figure;drug,Alpha Dog
"Action, Drama, Thriller",es,2020-12-18,6.3,society;petty;misadventures,Sky High
"Comedy",es,2018-11-16,7.6,realize;reconquer;alicia,Crazy About Work
"Thriller, Science Fiction, Drama",en,2014-03-14,6.1,under;prowls;streets,Under the Skin
"Drama, Romance",it,1988-11-17,8.5,theater;friendship;fell,Cinema Paradiso
"Drama, Music",en,1987-07-24,7.2,plane;star;thanks,La Bamba
"Action, Comedy, Crime",en,2008-01-17,6.4,reserve;steal;money,Mad Money
"Comedy",en,2005-12-21,6.2,globodyne;second;harper,Fun with Dick and Jane
"Action, Adventure, Comedy, Crime",cn,1983-07-07,6.8,control;5-star;currency,Winners & Sinners
"Comedy, Music",en,1993-12-10,6.1,handles;cable;waynestock,Wayne's World 2
"Comedy, Romance",en,2002-06-28,5.8,uncle;small-town;innocent,Mr. Deeds
"Action, Crime, Drama, Thriller",en,2010-08-26,6.2,including;lead;officer,Takers
"Comedy, Science Fiction, Adventure, Family",en,2008-07-08,5.3,human;aliens;spaceship,Meet Dave
"Action, Comedy, Crime",en,2008-08-06,6.6,forced;pothead;go,Pineapple Express
"Family, Mystery, Animation, Comedy, Action, Fantasy",en,2009-04-07,7.9,ninja;asia;inc,Scooby-Doo! and the Samurai Sword
"Comedy",en,2016-08-12,5.5,around;work;field,Amateur Night
"Drama",en,1979-12-19,7.6,cannot;so;ted,Kramer vs. Kramer
"Horror, Fantasy, Romance",ru,2018-07-12,6.2,drowned;fight;week,The Mermaid: Lake of the Dead
"Family, Fantasy, Horror",en,2016-09-06,6.1,devious;ghost;jewel,Mostly Ghostly 3: One Night in Doom House
"Animation, Drama",ja,2003-12-29,7.9,runaway;city;identity,Tokyo Godfathers
"Horror, Mystery, Science Fiction",en,1978-12-19,7.2,everything;changed;realises,Invasion of the Body Snatchers
"Comedy",en,2012-07-03,6.3,struggling;speech;going,Mac & Devin Go to High School
"Action, Thriller",en,1996-04-19,6.6,did;some;high,The Substitute
"War, Drama",no,2017-12-25,7.3,gestapo;eleven;leaves,The 12th Man
"Drama, Romance",en,1958-04-03,7.1,pregnant;quick;clara,The Long, Hot Summer
"History, Fantasy, Drama",en,2019-10-15,5.5,siblings;vs;taking,The Viking War
"Action, Adventure, Comedy, Drama",zh,2016-07-01,7.2,teammates;bounty;bounty,Bounty Hunters
"Thriller, Horror",en,2017-07-20,5.4,brother;just;everything,Amityville: The Awakening
"Drama, History, Comedy",en,2018-12-25,7.1,2000;mate;no,Vice
"Drama, Action, Crime",en,2006-09-15,7.0,self-esteem;under;leadership,Gridiron Gang
"Family, Animation, Comedy, Mystery",en,2016-08-09,7.8,solve;racer;race,Scooby-Doo! and WWE: Curse of the Speed Demon
"Comedy, Science Fiction",zh,2011-10-06,4.9,xucker;sent;next,The 33D Invader
"Drama",en,2013-11-08,7.5,adoptive;under;horrors,The Book Thief
